Curve beginning at frame 267
7.605000e+02 	 2.095000e+02 
7.605000e+02 	 2.095000e+02 
7.585000e+02 	 2.095000e+02 
7.595000e+02 	 2.095000e+02 
7.595000e+02 	 2.095000e+02 
7.605000e+02 	 2.105000e+02 
7.615000e+02 	 2.105000e+02 
7.615000e+02 	 2.105000e+02 
7.625000e+02 	 2.115000e+02 
7.635000e+02 	 2.105000e+02 
7.635000e+02 	 2.115000e+02 
7.635000e+02 	 2.115000e+02 
7.625000e+02 	 2.115000e+02 
7.625000e+02 	 2.115000e+02 
7.625000e+02 	 2.105000e+02 
7.615000e+02 	 2.125000e+02 
7.605000e+02 	 2.115000e+02 
7.615000e+02 	 2.125000e+02 
7.615000e+02 	 2.115000e+02 
7.615000e+02 	 2.125000e+02 
7.625000e+02 	 2.125000e+02 
7.615000e+02 	 2.125000e+02 
7.605000e+02 	 2.115000e+02 
7.595000e+02 	 2.115000e+02 
7.585000e+02 	 2.115000e+02 
7.585000e+02 	 2.115000e+02 
7.585000e+02 	 2.115000e+02 
7.595000e+02 	 2.105000e+02 
7.605000e+02 	 2.115000e+02 
7.605000e+02 	 2.115000e+02 
7.595000e+02 	 2.115000e+02 
7.575000e+02 	 2.115000e+02 
7.585000e+02 	 2.105000e+02 
7.575000e+02 	 2.105000e+02 
7.575000e+02 	 2.105000e+02 
7.565000e+02 	 2.105000e+02 
7.575000e+02 	 2.105000e+02 
7.565000e+02 	 2.105000e+02 
7.555000e+02 	 2.105000e+02 
7.565000e+02 	 2.095000e+02 
7.565000e+02 	 2.085000e+02 
7.565000e+02 	 2.095000e+02 
7.585000e+02 	 2.085000e+02 
7.575000e+02 	 2.085000e+02 
7.575000e+02 	 2.095000e+02 
7.575000e+02 	 2.085000e+02 
7.585000e+02 	 2.085000e+02 
7.585000e+02 	 2.095000e+02 
7.585000e+02 	 2.095000e+02 
7.585000e+02 	 2.095000e+02 
7.595000e+02 	 2.095000e+02 
7.595000e+02 	 2.105000e+02 
7.595000e+02 	 2.095000e+02 
7.595000e+02 	 2.105000e+02 
